Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,word_count
2023-08-01,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2023-08-02,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2023-08-03,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2023-08-04,Savings account,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2023-08-05,Money transfers,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2023-08-06,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2023-08-07,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2023-08-08,Credit card,,Account opening,,this is a sample complaint narrative about service issues.,9
2023-08-09,Personal loan,,Account opening,,this is a sample complaint narrative about service issues.,9
2023-08-10,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2023-08-11,Savings account,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2023-08-12,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2023-08-13,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2023-08-14,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2023-08-15,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2023-08-16,Personal loan,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2023-08-17,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2023-08-18,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2023-08-19,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2023-08-20,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2023-08-21,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues.,9
2023-08-22,Credit card,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2023-08-23,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2023-08-24,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
